Date,Open,High,Low,Close,Volume,Adj Close
2012-04-05,89.099998,89.25,88.110001,88.639999,6328000,72.061199
2012-04-09,87.949997,88.699997,87.949997,88.370003,3422700,71.841701
2012-04-10,88.089996,88.230003,86.889999,87.050003,5615400,70.768588
2012-04-11,87.639999,88.199997,87.300003,87.519997,5166600,71.150676
2012-04-12,87.739998,87.779999,86.620003,87.260002,5058900,70.93930999999999
2012-04-13,87.550003,88.790001,87.410004,87.839996,6023400,71.410825
2012-04-16,88.16999799999999,88.260002,86.529999,87.040001,5765900,70.76045699999999
2012-04-17,87.260002,87.900002,86.790001,87.449997,4819400,71.093769
2012-04-18,87.0,88.110001,86.629997,87.739998,4861600,71.32953
2012-04-19,88.0,88.0,86.099998,86.75,6089700,70.52469599999999
2012-04-20,86.379997,88.32,86.139999,87.809998,6637800,71.386437
2012-04-23,87.160004,87.58000200000001,86.610001,86.940002,4677700,70.679161
2012-04-24,87.089996,87.260002,86.120003,86.16999799999999,5064700,70.053175
2012-04-25,86.400002,87.879997,86.18,87.639999,6191900,71.248234
2012-04-26,87.82,88.75,87.459999,88.550003,4545700,71.988035
2012-04-27,88.989998,90.629997,88.66999799999999,89.809998,7067800,73.012366
2012-04-30,89.809998,89.980003,89.0,89.510002,6439100,72.76848100000001
2012-05-01,89.309998,91.050003,89.309998,90.0,5911600,73.166832
2012-05-02,89.809998,90.68,89.809998,90.309998,5132600,73.418849
2012-05-03,90.019997,90.629997,89.519997,89.959999,5300000,73.134312
2012-05-04,89.75,90.110001,89.0,89.129997,3710000,72.45955
2012-05-07,88.989998,89.18,88.220001,88.279999,5218200,71.76853100000001
2012-05-08,88.120003,88.410004,87.110001,87.720001,6154600,71.313273
2012-05-09,86.839996,86.980003,85.639999,85.639999,7574900,69.62230500000001
2012-05-10,86.32,86.739998,85.989998,86.160004,5120600,70.04505
2012-05-11,85.57,86.470001,85.57,86.150002,4842300,70.036919
2012-05-14,85.650002,86.0,85.129997,85.389999,4833200,69.419064
2012-05-15,85.269997,85.66999799999999,84.550003,84.720001,4777200,68.874379
2012-05-16,84.779999,85.660004,84.58000200000001,85.239998,4998800,69.29711800000001
2012-05-17,85.120003,85.309998,84.190002,84.199997,4578200,68.451633
2012-05-18,84.519997,85.309998,84.110001,84.300003,6538900,68.532935
2012-05-21,84.599998,84.860001,83.779999,84.739998,4646100,68.890635
2012-05-22,84.989998,85.769997,84.699997,85.059998,4994900,69.150784
2012-05-23,84.730003,84.970001,83.989998,84.33000200000001,4938500,68.557323
2012-05-24,84.43,85.5,84.339996,85.339996,5261700,69.378413
2012-05-25,85.339996,85.900002,85.25,85.379997,3603300,69.41093199999999
2012-05-29,85.43,85.730003,84.91999799999999,85.589996,3809500,69.581654
2012-05-30,84.949997,85.470001,84.639999,84.879997,4203500,69.00445
2012-05-31,84.839996,85.260002,84.410004,84.510002,5967600,68.70365699999999
2012-06-01,83.160004,83.779999,82.459999,82.790001,7960100,67.305356
2012-06-04,82.620003,82.699997,81.339996,81.910004,6040300,66.58995
2012-06-05,81.410004,82.110001,81.099998,81.910004,4298300,66.58995
2012-06-06,82.010002,83.07,81.910004,83.07,4818100,67.532985
2012-06-07,83.949997,84.08000200000001,83.400002,83.599998,3599800,67.963856
2012-06-08,83.400002,84.110001,83.230003,83.970001,3821300,68.264655
2012-06-11,84.410004,85.18,84.08000200000001,84.379997,14009800,68.59796700000001
2012-06-12,84.639999,85.470001,84.33000200000001,85.010002,4642200,69.110139
2012-06-13,85.860001,87.050003,85.199997,85.699997,4648300,69.671081
2012-06-14,85.989998,87.989998,85.889999,87.339996,4914600,71.00434200000001
2012-06-15,87.940002,88.190002,87.190002,87.730003,8794800,71.321404
2012-06-18,87.519997,88.68,87.300003,88.129997,4128500,71.646585
2012-06-19,88.440002,88.93,88.099998,88.519997,4908700,71.96364100000001
2012-06-20,88.480003,88.809998,87.839996,88.510002,4612600,71.955516
2012-06-21,87.68,88.029999,85.5,85.599998,9160700,69.58978499999999
2012-06-22,86.08000200000001,86.589996,85.550003,86.010002,7178700,69.92310400000001
2012-06-25,84.639999,84.760002,83.93,83.989998,5044400,68.897715
2012-06-26,84.050003,84.449997,83.790001,84.029999,4600100,68.93052800000001
2012-06-27,84.160004,85.25,84.160004,84.900002,4641300,69.644199
2012-06-28,84.360001,85.809998,84.089996,85.620003,4093200,70.234822
2012-06-29,86.910004,87.599998,86.400002,87.260002,6269100,71.580127
2012-07-02,87.339996,89.059998,87.199997,89.0,4728400,73.007462
2012-07-03,88.879997,89.57,88.639999,89.489998,2487200,73.409412
2012-07-05,89.220001,89.57,88.599998,88.980003,3772700,72.99105899999999
2012-07-06,88.459999,89.58000200000001,88.18,89.449997,3780700,73.376599
2012-07-09,89.309998,90.989998,89.220001,90.610001,5976200,74.32816
2012-07-10,91.059998,91.389999,90.389999,90.699997,4399100,74.401984
2012-07-11,90.629997,91.07,90.239998,90.540001,4618800,74.270738
2012-07-12,90.510002,90.879997,89.889999,89.900002,4797900,73.74574100000001
2012-07-13,90.08000200000001,90.489998,89.75,90.209999,3507600,74.000035
2012-07-16,90.099998,91.0,90.019997,90.839996,4117800,74.516827
2012-07-17,90.529999,91.0,89.25,89.989998,4634100,73.81956600000001
2012-07-18,89.900002,90.0,88.91999799999999,89.410004,5162400,73.34379200000001
2012-07-19,89.510002,90.730003,89.309998,89.550003,6410400,73.458635
2012-07-20,88.83000200000001,89.32,88.190002,88.889999,6255300,72.91722800000001
